,vaihingen_train_coordinate_list_method1,ai4gg_complexity,vaihingen_train_coordinate_list_method2,ai4gg_hybrid,ai4gg_diversity,vaihingen_train_coordinate_list_hybrid
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_400_1000,0.875600398320119,0.6321678321678321,0.189378057302586,0.3349650349650349,0.0307477288609364,0.532489228
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_800_400,0.879249987332514,0.8972027972027972,0.925925925925926,0.4573426573426573,0.0405310971348707,0.902587957
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_800_0,0.869962051822295,0.2986013986013985,0.835779175401817,0.1664335664335664,0.3843466107617051,0.852870614
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1200_200,0.758634014373381,0.2223776223776223,0.684136967155835,0.120979020979021,0.506638714185884,0.721385491
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2000_1000,0.856637658128113,0.1769230769230769,0.392033542976939,0.8076923076923077,0.8078266946191475,0.624335601
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_0_1000,0.787121517037853,0.6881118881118882,0.395527603074773,0.3643356643356643,0.3193570929419986,0.59132456
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1600_200,0.927829312213058,0.6909090909090909,0.177498252969951,0.365034965034965,0.2767295597484276,0.552663783
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_200_1400,0.864479039817123,0.5027972027972027,0.256464011180992,0.9601398601398602,0.960167714884696,0.560471525
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_800_600,0.875675729137459,0.711888111888112,0.934311670160727,0.3762237762237762,0.4940600978336827,0.9049937
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_1600_0,0.781795871675194,0.8958041958041958,0.705101327742837,0.4566433566433566,0.4276729559748428,0.7434486
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1400_800,0.926183412097377,0.7370629370629371,0.825296995108316,0.386013986013986,0.4122990915443745,0.875740204
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_1800_1400,0.98915092716508,0.695104895104895,0.334730957372467,0.3664335664335664,0.4521313766596785,0.661940942
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_1800_1200,0.934157171505866,0.9216783216783216,0.817610062893082,0.5335664335664336,0.5338923829489868,0.875883617
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2751_1000,0.882494309153467,0.8804195804195805,0.720475192173305,0.8881118881118881,0.8881900768693222,0.801484751
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_600_200,0.887998512026183,0.8405594405594405,0.342417889587701,0.6167832167832168,0.6170510132774284,0.615208201
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_1400_200,0.869289681895798,0.544055944055944,0.594689028651293,0.9412587412587412,0.941299790356394,0.731989355
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1400_400,0.637982560295002,0.4496503496503496,0.575122292103424,0.602097902097902,0.6023759608665269,0.606552426
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1000_600,0.87576345932909,0.4657342657342657,0.883298392732355,0.6300699300699301,0.6303284416491963,0.879530926
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_200_2000,0.932481642210514,0.8020979020979021,0.356394129979036,0.9251748251748252,0.9252271139063593,0.644437886
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_800_200,0.896802611128375,0.4902097902097901,0.596785464709993,0.2678321678321678,0.4129979035639413,0.746794038
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_1000_600,0.733824811630049,0.6685314685314685,0.884696016771489,0.3524475524475524,0.4234800838574423,0.809260414
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_600_800,0.867368941661629,0.8895104895104895,0.908455625436758,0.4538461538461539,0.0992313067784766,0.887912284
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_1000_0,0.89797045613938,0.5398601398601399,0.258560447239693,0.7335664335664336,0.7337526205450734,0.578265452
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_400_1400,0.881607976667448,0.2706293706293706,0.335429769392033,0.6713286713286714,0.6715583508036338,0.608518873
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_400_200,0.866980094675756,0.172027972027972,0.524807826694619,0.088111888111888,0.2914046121593291,0.695893961
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_400_1400,0.699975345716082,0.0307692307692307,0.640810621942697,0.676923076923077,0.6771488469601677,0.670392984
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_600_0,0.751812272027908,0.1258741258741258,0.96995108315863,0.0594405594405594,0.3955276030747728,0.860881678
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_1200_400,0.822061932281419,0.6202797202797203,0.071977638015374,0.8615384615384616,0.8616352201257862,0.447019785
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_200_1800,0.950618427588332,0.897902097902098,0.194968553459119,0.458041958041958,0.2641509433962264,0.572793491
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1200_800,0.873866257258562,0.583916083916084,0.882599580712788,0.9496503496503496,0.949685534591195,0.878232919
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1739_200,0.660497476711371,0.0909090909090909,0.320754716981132,0.0405594405594406,0.46680642907058,0.490626097
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1600_800,0.797219367505595,0.4195804195804196,0.807826694619148,0.8762237762237762,0.8763102725366876,0.802523031
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_0_0,0.875248053961979,0.7657342657342657,0.724668064290706,0.9321678321678322,0.9322152341020266,0.799958059
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2000_1400,0.655413754986282,0.8034965034965035,0.3319357092942,0.7832167832167832,0.7833682739343116,0.493674732
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1400_800,0.640049311040103,0.7454545454545455,0.546470999301188,0.3895104895104895,0.1187980433263452,0.593260155
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1000_0,0.798993423467914,0.2237762237762237,0.730957372466806,0.1216783216783217,0.0426275331935709,0.764975398
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2000_1400,0.880923457310225,0.1111888111888111,0.13696715583508,0.7902097902097902,0.790356394129979,0.508945307
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_200_1600,0.909739603162522,0.1454545454545455,0.290006988120196,0.0741258741258741,0.3200559049615653,0.599873296
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2000_200,0.819507476436575,0.3286713286713286,0.46470999301188,0.1839160839160839,0.3354297693920335,0.642108735
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_1200_1750,0.814495010361991,0.7083916083916084,0.274633123689727,0.3748251748251748,0.3878406708595387,0.544564067
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_1200_200,0.459922111920383,0.1678321678321678,0.415094339622642,0.0853146853146853,0.3969252271139064,0.437508226
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_200_1600,0.883140478473991,0.6657342657342658,0.234102026554857,0.351048951048951,0.2725366876310272,0.558621253
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2600_1600,0.765478990603371,0.8223776223776224,0.547169811320755,0.5685314685314685,0.5688329839273235,0.656324401
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1800_1000,0.762975664518421,0.3,0.322851153039832,0.5482517482517483,0.5485674353598882,0.542913409
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2200_1200,0.84919441480536,0.1643356643356643,0.056603773584906,0.7412587412587412,0.7414395527603075,0.452899094
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_1000_0,0.804862793890411,0.6062937062937063,0.155136268343816,0.5125874125874126,0.5129280223619846,0.479999531
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_1400_1600,0.817848796597698,0.1181818181818181,0.820405310971349,0.804895104895105,0.8050314465408805,0.819127054
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_600_1200,0.883124612491112,0.0594405594405594,0.003494060097834,0.0230769230769231,0.0552061495457721,0.443309336
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_400_800,0.857676195378655,0.5993006993006993,0.294199860237596,0.9265734265734266,0.9266247379454928,0.575938028
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_1800_1663,0.724899392094391,0.2762237762237762,0.620545073375262,0.6391608391608392,0.639412997903564,0.672722233
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2000_200,0.767927329103822,0.7993006993006992,0.131376659678547,0.4153846153846153,0.2417889587700908,0.449651994
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2200_0,0.79626964715784,0.1496503496503496,0.122292103424179,0.6454545454545455,0.6457023060796646,0.459280875
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_1600_200,0.796786356578338,0.6272727272727272,0.874912648497554,0.3321678321678322,0.3158630328441649,0.835849503
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1800_200,0.88556304018582,0.7433566433566434,0.841369671558351,0.3881118881118881,0.4388539482879106,0.863466356
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_400_0,0.921054743998872,0.6846153846153846,0.324947589098532,0.5608391608391609,0.5611460517120894,0.623001167
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_400_1750,0.796352063331918,0.8160839160839161,0.645003494060098,0.5342657342657342,0.5345911949685535,0.720677779
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1600_1000,0.725886734382369,0.2251748251748251,0.568134171907757,0.123076923076923,0.1977638015373864,0.647010453
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_800_200,0.828816744086788,0.5258741258741259,0.962264150943396,0.2853146853146853,0.3081761006289308,0.895540448
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_1800_200,0.882378650485125,0.8545454545454545,0.222921034241789,0.5461538461538462,0.546470999301188,0.552649842
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_1600_1000,0.465652383314901,0.1363636363636363,0.006289308176101,0.0671328671328671,0.3011879804332634,0.235970846
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_400_1000,0.695453518861362,0.4349650349650349,0.924528301886792,0.2377622377622378,0.0859538784067086,0.80999091
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_2000_1000,0.662047409364858,0.0202797202797202,0.000698812019567,0.7377622377622377,0.7379454926624738,0.331373111
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_2302_1200,0.832225235362093,0.4244755244755245,0.792452830188679,0.2314685314685315,0.2424877707896575,0.812339033
top_mosaic_09cm_area17_dsm_09cm_matching_area17_top_mosaic_09cm_area17_800_800,0.669030963001473,0.5006993006993007,0.712788259958071,0.5370629370629371,0.5373864430468204,0.690909611
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_200_600,0.762619636209463,0.1776223776223776,0.055904961565339,0.0916083916083916,0.050314465408805,0.409262299
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_600_800,0.714686154636095,0.3104895104895104,0.616352201257862,0.1748251748251748,0.3186582809224318,0.665519178
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_0_1600,0.83606177129467,0.7132867132867133,0.517120894479385,0.3776223776223776,0.416491963661775,0.676591333
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_800_1200,0.946075415299624,0.9125874125874126,0.511530398322851,0.4657342657342657,0.1132075471698113,0.728802907
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1000_2200,0.92414307930048,0.2671328671328671,0.518518518518519,0.1475524475524475,0.2886093640810622,0.721330799
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2400_1200,0.85778630095299,0.5335664335664336,0.612159329140461,0.7678321678321678,0.7679944095038435,0.734972815
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_2290_1000,0.884028506229414,0.416083916083916,0.183088749126485,0.2272727272727273,0.3815513626834381,0.533558628
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1800_1000,0.951486764137607,0.2972027972027972,0.424178895877009,0.5251748251748252,0.5255066387141859,0.68783283
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_200_1000,0.913098100291091,0.3545454545454545,0.505939902166317,0.8482517482517482,0.8483577917540182,0.709519001
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_2313_0,0.805010390999632,0.7020979020979021,0.412997903563941,0.3706293706293706,0.3088749126484975,0.609004147
top_mosaic_09cm_area17_dsm_09cm_matching_area17_top_mosaic_09cm_area17_1000_600,0.897908252792806,0.5622377622377622,0.188679245283019,0.967832167832168,0.96785464709993,0.543293749
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1800_200,0.749901790347053,0.5405594405594405,0.146051712089448,0.7174825174825175,0.7176799440950384,0.447976751
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1000_800,0.875598550911153,0.4104895104895105,0.317260656883298,0.6685314685314685,0.6687631027253669,0.596429604
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_400_1724,0.828214782176094,0.8867132867132868,0.89937106918239,0.941958041958042,0.9419986023759608,0.863792926
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_2313_400,0.818993798940202,0.1517482517482518,0.529000698812019,0.8727272727272728,0.872816212438854,0.673997249
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_400_600,0.762266346412617,0.2153846153846154,0.060796645702306,0.6209790209790209,0.6212438853948288,0.411531496
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_800_0,0.658486691590808,0.3888111888111888,0.084556254367575,0.6125874125874126,0.6128581411600279,0.371521473
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_800_1000,0.767436135661269,0.0692307692307692,0.310971348707198,0.0272727272727272,0.1439552760307477,0.539203742
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1800_400,0.877489015372513,0.2853146853146853,0.40251572327044,0.1566433566433566,0.2676450034940601,0.640002369
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_1000_400,0.520029975107,0.158041958041958,0.057302585604473,0.8440559440559441,0.8441649196366178,0.28866628
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_2302_2562,0.786104333661527,0.3867132867132867,0.782669461914745,0.7566433566433566,0.7568134171907757,0.784386898
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_0_1200,0.863911287573623,0.7832167832167832,0.547868623340321,0.627972027972028,0.6282320055904962,0.705889955
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1000_200,0.894400838200962,0.9412587412587412,0.554157931516422,0.4783216783216782,0.4849755415793151,0.724279385
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_1527_2400,0.914773151433534,0.5811188811188811,0.187980433263452,0.3097902097902097,0.3808525506638714,0.551376792
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_2301_800,0.875007706055586,0.9846153846153848,0.96575821104123,0.8517482517482518,0.8518518518518519,0.920382959
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1400_1400,0.896569272508939,0.5384615384615384,0.638714185883997,0.9349650349650348,0.9350104821802936,0.767641729
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2290_1600,0.670661594825411,0.0531468531468531,0.662473794549266,0.0188811188811188,0.3375262054507337,0.666567695
top_mosaic_09cm_area17_dsm_09cm_matching_area17_top_mosaic_09cm_area17_1000_0,0.852974930777841,0.765034965034965,0.408805031446541,0.4006993006993007,0.0118798043326345,0.630889981
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1400_600,0.878938427244062,0.6181818181818182,0.646401118099231,0.534965034965035,0.5352900069881202,0.762669773
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_400_1000,0.700418137043743,0.4622377622377622,0.250873515024458,0.5328671328671328,0.53319357092942,0.475645826
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_400_1400,0.694818683938196,0.4727272727272728,0.739343116701607,0.2573426573426574,0.4570230607966457,0.7170809
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_600_2000,0.934066186614323,0.5986013986013986,0.161425576519916,0.320979020979021,0.3046820405310971,0.547745882
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1400_200,0.890192853528121,0.4734265734265734,0.510132774283718,0.9958041958041958,0.9958071278825996,0.700162814
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_800_1400,0.714194787319756,0.6230769230769231,0.742837176799441,0.5237762237762238,0.5241090146750524,0.728515982
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1600_600,0.453533206628382,0.0489510489510489,0.53319357092942,0.793006993006993,0.793151642208246,0.493363389
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_400_0,0.85181825715752,0.465034965034965,0.226415094339623,0.958041958041958,0.958071278825996,0.539116676
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_2200_200,0.715119469842474,0.1937062937062936,0.679245283018868,0.1020979020979021,0.0391334730957372,0.697182376
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_2301_400,0.796535782719967,0.33006993006993,0.970649895178197,0.1846153846153846,0.2208245981830887,0.883592839
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_1200_1400,0.891693905913807,0.7188811188811188,0.22921034241789,0.9006993006993007,0.9007686932215234,0.560452124
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_2290_0,0.740018326256185,0.4146853146853146,0.678546470999301,0.2258741258741259,0.2271139063591893,0.709282399
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_1000_600,0.811049701312718,0.2293706293706293,0.145352900069881,0.7153846153846154,0.7155835080363382,0.478201301
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_0_2739,0.908703880493874,0.5972027972027972,0.052410901467505,0.3195804195804196,0.4549266247379455,0.480557391
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_2200_1200,0.838805119272665,0.7062937062937062,0.36827393431167,0.3734265734265733,0.2180293501048218,0.603539527
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2200_1600,0.704595954614891,0.0384615384615384,0.598881900768693,0.7419580419580419,0.7421383647798742,0.651738928
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_600_600,0.731922610688203,0.5286713286713287,0.389937106918239,0.7755244755244756,0.7756813417190775,0.560929859
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_1000_1600,0.801685706888685,0.1013986013986013,0.017470300489169,0.0468531468531469,0.2501747030048917,0.409578004
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2000_800,0.906891996116211,0.3748251748251748,0.109014675052411,0.944055944055944,0.944095038434661,0.507953336
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_2000_1200,0.58550501775666,0.8727272727272728,0.17120894479385,0.8293706293706293,0.8294898672257163,0.378356981
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1800_1800,0.910003505533223,0.6048951048951049,0.340321453529001,0.3244755244755245,0.2830188679245283,0.62516248
top_mosaic_09cm_area17_dsm_09cm_matching_area17_top_mosaic_09cm_area17_200_400,0.920665761174105,0.955944055944056,0.715583508036338,0.6090909090909091,0.6093640810621943,0.818124635
top_mosaic_09cm_area37_dsm_09cm_matching_area37_top_mosaic_09cm_area37_400_1200,0.868182095018398,0.6391608391608392,0.446540880503145,0.7195804195804196,0.7197763801537387,0.657361488
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_600_1000,0.908172761283446,0.6034965034965035,0.515024458420685,0.6566433566433567,0.6568832983927324,0.71159861
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_1800_800,0.925631786647433,0.5783216783216782,0.742138364779874,0.8797202797202797,0.8798043326345213,0.833885076
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_1000_1000,0.786995262935738,0.2391608391608392,0.876310272536688,0.1314685314685314,0.3563941299790356,0.831652768
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_2200_1400,0.919992174131113,0.1027972027972028,0.213836477987421,0.0482517482517482,0.4821802935010482,0.566914326
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_400_1647,0.653971189395016,0.2118881118881118,0.535988819007687,0.1160839160839161,0.4703004891684137,0.594980004
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2290_1647,0.703366514815559,0.0454545454545454,0.674353598881901,0.5223776223776224,0.522711390635919,0.688860057
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_800_600,0.70093232529436,0.7545454545454545,0.26554856743536,0.5594405594405594,0.559748427672956,0.483240446
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_1600_800,0.714098222166426,0.0363636363636363,0.703703703703704,0.6412587412587413,0.6415094339622641,0.708900963
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_2000_1600,0.823579394005562,0.0972027972027972,0.154437456324249,0.0454545454545454,0.4150943396226415,0.489008425
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_1800_0,0.712585520237146,0.206993006993007,0.3298392732355,0.1118881118881118,0.0027952480782669,0.521212397
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_1400_1400,0.916477299267183,0.7167832167832168,0.227812718378756,0.9398601398601398,0.9399021663172606,0.572145009
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_400_0,0.824493513695843,0.4524475524475524,0.169811320754717,0.8342657342657342,0.8343815513626834,0.497152417
top_mosaic_09cm_area32_dsm_09cm_matching_area32_top_mosaic_09cm_area32_2200_600,0.58521004088045,0.0405594405594406,0.849056603773585,0.9888111888111888,0.9888190076869322,0.717133322
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_2200_200,0.875162692800668,0.6972027972027972,0.942697414395528,0.3678321678321679,0.2627533193570929,0.908930054
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_1200_0,0.779093242764217,0.1286713286713287,0.809224318658281,0.0608391608391608,0.3494060097833683,0.794158781
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_2200_600,0.657890869598146,0.3328671328671329,0.80083857442348,0.186013986013986,0.2543675751222921,0.729364722
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_200_1200,0.889284297798959,0.5307692307692308,0.591194968553459,0.9937062937062936,0.9937106918238994,0.740239633
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_2200_1400,0.684916919631459,0.2377622377622378,0.809923130677848,0.6552447552447552,0.6554856743535988,0.747420025
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_2301_0,0.831737269451673,0.1748251748251748,0.614255765199161,0.0902097902097902,0.1174004192872117,0.722996517
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_400_1400,0.709772742283388,0.1139860139860139,0.589797344514326,0.8755244755244755,0.8756114605171209,0.649785043
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_2000_1400,0.897782042159137,0.9426573426573428,0.836477987421384,0.479020979020979,0.4612159329140461,0.867130015
top_mosaic_09cm_area26_dsm_09cm_matching_area26_top_mosaic_09cm_area26_1000_200,0.75694370037275,0.3965034965034965,0.941998602375961,0.7363636363636363,0.7365478686233403,0.849471151
top_mosaic_09cm_area23_dsm_09cm_matching_area23_top_mosaic_09cm_area23_200_1000,0.968525330088191,0.8027972027972028,0.386443046820405,0.7979020979020979,0.7980433263452131,0.677484188
top_mosaic_09cm_area13_dsm_09cm_matching_area13_top_mosaic_09cm_area13_2000_0,0.92887925993074,0.9867132867132868,0.536687631027254,0.5027972027972027,0.0062893081761006,0.732783445
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_800_600,0.893863785547622,0.4251748251748252,0.554856743535989,0.9846153846153848,0.9846261355695318,0.724360265
top_mosaic_09cm_area1_dsm_09cm_matching_area1_top_mosaic_09cm_area1_0_1200,0.823360812923626,0.6895104895104895,0.898672257162823,0.8083916083916084,0.8085255066387141,0.861016535
top_mosaic_09cm_area5_dsm_09cm_matching_area5_top_mosaic_09cm_area5_2000_1000,0.875985811298738,0.5153846153846153,0.450733752620545,0.279020979020979,0.0691823899371069,0.663359782
top_mosaic_09cm_area3_dsm_09cm_matching_area3_top_mosaic_09cm_area3_2400_1000,0.77728439031068,0.5804195804195804,0.341020265548567,0.3090909090909091,0.4947589098532495,0.559152328
top_mosaic_09cm_area7_dsm_09cm_matching_area7_top_mosaic_09cm_area7_800_1400,0.51012338580273,0.1356643356643356,0.864430468204053,0.0664335664335664,0.2229210342417889,0.687276927
top_mosaic_09cm_area21_dsm_09cm_matching_area21_top_mosaic_09cm_area21_0_1000,0.845426037396492,0.4027972027972027,0.798043326345213,0.2195804195804196,0.1495457721872816,0.821734682
